account,date,year,month,week_num,week_day,test,subject,platform,image,header,footer,interest,behavior,demographic,utm,vert,product,lookalike,audience,budget,spend,impressions,clicks,pixel_1,pixel_2,pixel_3,pixel_4,pixel_5,pixel_6,pixel_7,pixel_8,pixel_9,pixel_10,backend_1,backend_2,backend_3,backend_4,backend_5,backend_6,backend_7,backend_8,backend_9,backend_10,event_10_revenue
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,alum,our_8_wk,start_a,none,look1_e_sibeveryone,18+,1.1a,0,0,none,none/look1_e_sibeveryone/18+/none,0,4.63,740,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,alum,our_8_wk,start_a,none,look1_e_sibmarketing,18+,1.13a,0,0,none,none/look1_e_sibmarketing/18+/none,0,3.25,1005,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,alum,our_8_wk,start_a,none,look1_e_sales,18+,1.49a,0,0,none,none/look1_e_sales/18+/none,0,2.76,733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,alum,our_8_wk,start_a,none,look1_e_devstudents,18+,1.37a,0,0,none,none/look1_e_devstudents/18+/none,0,3.16,901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,alum,our_8_wk,start_a,none,look1_e_sibdesign,18+,1.25a,0,0,none,none/look1_e_sibdesign/18+/none,0,2.97,801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,brain,our_8_wk,start_a,none,look1_e_sibeveryone,18+,1.2a,0,0,none,none/look1_e_sibeveryone/18+/none,0,3.32,918,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,brain,our_8_wk,start_a,none,look1_e_sibmarketing,18+,1.14a,0,0,none,none/look1_e_sibmarketing/18+/none,0,3.25,537,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,brain,our_8_wk,start_a,none,look1_e_sales,18+,1.50a,0,0,none,none/look1_e_sales/18+/none,0,2.76,1208,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,brain,our_8_wk,start_a,none,look1_e_devstudents,18+,1.38a,0,0,none,none/look1_e_devstudents/18+/none,0,2.98,1172,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,brain,our_8_wk,start_a,none,look1_e_sibdesign,18+,1.26a,0,0,none,none/look1_e_sibdesign/18+/none,0,2.81,1114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,caro_bonus_overlays,our_8_wk,start_a,none,look1_e_sibeveryone,18+,1.12a,0,0,none,none/look1_e_sibeveryone/18+/none,0,3.73,985,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,caro_bonus_overlays,our_8_wk,start_a,none,look1_e_sibmarketing,18+,1.24a,0,0,none,none/look1_e_sibmarketing/18+/none,0,3.58,772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,caro_bonus_overlays,our_8_wk,start_a,none,look1_e_sales,18+,1.60a,0,0,none,none/look1_e_sales/18+/none,0,3.44,617,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,caro_bonus_overlays,our_8_wk,start_a,none,look1_e_devstudents,18+,1.48a,0,0,none,none/look1_e_devstudents/18+/none,0,2.81,672,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,caro_bonus_overlays,our_8_wk,start_a,none,look1_e_sibdesign,18+,1.36a,0,0,none,none/look1_e_sibdesign/18+/none,0,3.51,648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,caro_jobs,our_8_wk,start_a,none,look1_e_sibmarketing,18+,1.23a,0,0,none,none/look1_e_sibmarketing/18+/none,0,3.61,738,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,passion,our_8_wk,start_a,none,look1_e_sibeveryone,18+,1.6a,0,0,none,none/look1_e_sibeveryone/18+/none,0,4.14,663,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,passion,our_8_wk,start_a,none,look1_e_sales,18+,1.54a,0,0,none,none/look1_e_sales/18+/none,0,3.09,450,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,yass,our_8_wk,start_a,none,look1_e_sales,18+,1.58a,0,0,none,none/look1_e_sales/18+/none,0,3.44,618,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,yass,our_8_wk,start_a,none,look1_e_devstudents,18+,1.46a,0,0,none,none/look1_e_devstudents/18+/none,0,3.51,438,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,yass,our_8_wk,start_a,none,look1_e_sibdesign,18+,1.34a,0,0,none,none/look1_e_sibdesign/18+/none,0,3.16,570,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,yass,our_8_wk,start_a,none,look1_e_sibmarketing,18+,1.22a,0,0,none,none/look1_e_sibmarketing/18+/none,0,3.25,806,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,passion,our_8_wk,start_a,none,look1_e_sibmarketing,18+,1.18a,0,0,none,none/look1_e_sibmarketing/18+/none,0,3.2,898,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,yass,our_8_wk,start_a,none,look1_e_sibeveryone,18+,1.10a,0,0,none,none/look1_e_sibeveryone/18+/none,0,3.73,1199,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,teacher,our_8_wk,start_a,none,look1_e_devstudents,18+,1.45a,0,0,none,none/look1_e_devstudents/18+/none,0,3.16,530,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,passion,our_8_wk,start_a,none,look1_e_devstudents,18+,1.42a,0,0,none,none/look1_e_devstudents/18+/none,0,2.81,583,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,passion,our_8_wk,start_a,none,look1_e_sibdesign,18+,1.30a,0,0,none,none/look1_e_sibdesign/18+/none,0,3.51,450,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,phone,our_8_wk,start_a,none,look1_e_sibeveryone,18+,1.7a,0,0,none,none/look1_e_sibeveryone/18+/none,0,4.14,1555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,phone,our_8_wk,start_a,none,look1_e_sibmarketing,18+,1.19a,0,0,none,none/look1_e_sibmarketing/18+/none,0,3.25,1022,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,phone,our_8_wk,start_a,none,look1_e_sales,18+,1.55a,0,0,none,none/look1_e_sales/18+/none,0,2.76,1027,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,phone,our_8_wk,start_a,none,look1_e_devstudents,18+,1.43a,0,0,none,none/look1_e_devstudents/18+/none,0,3.51,597,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,phone,our_8_wk,start_a,none,look1_e_sibdesign,18+,1.31a,0,0,none,none/look1_e_sibdesign/18+/none,0,3.51,918,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,sib_split,our_8_wk,start_a,none,look1_e_sibeveryone,18+,1.8a,0,0,none,none/look1_e_sibeveryone/18+/none,0,4.14,594,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,sib_split,our_8_wk,start_a,none,look1_e_sibmarketing,18+,1.20a,0,0,none,none/look1_e_sibmarketing/18+/none,0,2.89,960,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,sib_split,our_8_wk,start_a,none,look1_e_sales,18+,1.56a,0,0,none,none/look1_e_sales/18+/none,0,3.44,463,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,sib_split,our_8_wk,start_a,none,look1_e_devstudents,18+,1.44a,0,0,none,none/look1_e_devstudents/18+/none,0,2.82,749,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,sib_split,our_8_wk,start_a,none,look1_e_sibdesign,18+,1.32a,0,0,none,none/look1_e_sibdesign/18+/none,0,2.98,721,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,teacher,our_8_wk,start_a,none,look1_e_sibeveryone,18+,1.9a,0,0,none,none/look1_e_sibeveryone/18+/none,0,3.73,806,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,teacher,our_8_wk,start_a,none,look1_e_sibmarketing,18+,1.21a,0,0,none,none/look1_e_sibmarketing/18+/none,0,2.87,1332,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,teacher,our_8_wk,start_a,none,look1_e_sales,18+,1.57a,0,0,none,none/look1_e_sales/18+/none,0,3.1,481,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-28,2015,10,44,2,1,pic,m,teacher,our_8_wk,start_a,none,look1_e_sibdesign,18+,1.33a,0,0,none,none/look1_e_sibdesign/18+/none,0,3.16,1178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,passion,our_8_wk,start_a,none,look1_e_sibeveryone,18+,1.6a,0,0,none,none/look1_e_sibeveryone/18+/none,0,4.76,630,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,passion,our_8_wk,start_a,none,look1_e_sibmarketing,18+,1.18a,0,0,none,none/look1_e_sibmarketing/18+/none,0,3.49,1271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,passion,our_8_wk,start_a,none,look1_e_sales,18+,1.54a,0,0,none,none/look1_e_sales/18+/none,0,3.1,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,passion,our_8_wk,start_a,none,look1_e_devstudents,18+,1.42a,0,0,none,none/look1_e_devstudents/18+/none,0,3.74,453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,passion,our_8_wk,start_a,none,look1_e_sibdesign,18+,1.30a,0,0,none,none/look1_e_sibdesign/18+/none,0,3.3,527,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,phone,our_8_wk,start_a,none,look1_e_sibeveryone,18+,1.7a,0,0,none,none/look1_e_sibeveryone/18+/none,0,4.91,1129,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,overview,our_8_wk,start_a,none,look1_e_sibdesign,18+,1.29a,0,0,none,none/look1_e_sibdesign/18+/none,0,5.74,763,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,phone,our_8_wk,start_a,none,look1_e_sibmarketing,18+,1.19a,0,0,none,none/look1_e_sibmarketing/18+/none,0,3.98,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,phone,our_8_wk,start_a,none,look1_e_devstudents,18+,1.43a,0,0,none,none/look1_e_devstudents/18+/none,0,4.42,711,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,phone,our_8_wk,start_a,none,look1_e_sibdesign,18+,1.31a,0,0,none,none/look1_e_sibdesign/18+/none,0,3.57,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,sib_split,our_8_wk,start_a,none,look1_e_sibeveryone,18+,1.8a,0,0,none,none/look1_e_sibeveryone/18+/none,0,4.37,695,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,sib_split,our_8_wk,start_a,none,look1_e_sibmarketing,18+,1.20a,0,0,none,none/look1_e_sibmarketing/18+/none,0,3.77,355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,sib_split,our_8_wk,start_a,none,look1_e_sales,18+,1.56a,0,0,none,none/look1_e_sales/18+/none,0,4.05,323,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,sib_split,our_8_wk,start_a,none,look1_e_devstudents,18+,1.44a,0,0,none,none/look1_e_devstudents/18+/none,0,4.39,898,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,phone,our_8_wk,start_a,none,look1_e_sales,18+,1.55a,0,0,none,none/look1_e_sales/18+/none,0,3.32,519,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,overview,our_8_wk,start_a,none,look1_e_devstudents,18+,1.41a,0,0,none,none/look1_e_devstudents/18+/none,0,3.6,366,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,overview,our_8_wk,start_a,none,look1_e_sales,18+,1.53a,0,0,none,none/look1_e_sales/18+/none,0,5.71,712,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,overview,our_8_wk,start_a,none,look1_e_sibmarketing,18+,1.17a,0,0,none,none/look1_e_sibmarketing/18+/none,0,5.05,895,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,caro_jobs,our_8_wk,start_a,none,look1_e_sibmarketing,18+,1.23a,0,0,none,none/look1_e_sibmarketing/18+/none,0,4.09,264,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,caro_jobs,our_8_wk,start_a,none,look1_e_sales,18+,1.59a,0,0,none,none/look1_e_sales/18+/none,0,3.84,250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,caro_jobs,our_8_wk,start_a,none,look1_e_devstudents,18+,1.47a,0,0,none,none/look1_e_devstudents/18+/none,0,3.64,340,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,caro_jobs,our_8_wk,start_a,none,look1_e_sibdesign,18+,1.35a,0,0,none,none/look1_e_sibdesign/18+/none,0,4.72,677,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,des_developer,our_8_wk,start_a,none,look1_e_sibeveryone,18+,1.3a,0,0,none,none/look1_e_sibeveryone/18+/none,0,4.87,864,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,des_developer,our_8_wk,start_a,none,look1_e_sibmarketing,18+,1.15a,0,0,none,none/look1_e_sibmarketing/18+/none,0,4.56,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,des_developer,our_8_wk,start_a,none,look1_e_sales,18+,1.51a,0,0,none,none/look1_e_sales/18+/none,0,5.02,463,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,des_developer,our_8_wk,start_a,none,look1_e_devstudents,18+,1.39a,0,0,none,none/look1_e_devstudents/18+/none,0,3.84,228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,des_developer,our_8_wk,start_a,none,look1_e_sibdesign,18+,1.27a,0,0,none,none/look1_e_sibdesign/18+/none,0,4.19,521,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,group,our_8_wk,start_a,none,look1_e_sibeveryone,18+,1.4a,0,0,none,none/look1_e_sibeveryone/18+/none,0,4.68,472,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,group,our_8_wk,start_a,none,look1_e_sibmarketing,18+,1.16a,0,0,none,none/look1_e_sibmarketing/18+/none,0,3.93,421,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,group,our_8_wk,start_a,none,look1_e_sales,18+,1.52a,0,0,none,none/look1_e_sales/18+/none,0,4.53,561,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,group,our_8_wk,start_a,none,look1_e_devstudents,18+,1.40a,0,0,none,none/look1_e_devstudents/18+/none,0,3.4,408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,group,our_8_wk,start_a,none,look1_e_sibdesign,18+,1.28a,0,0,none,none/look1_e_sibdesign/18+/none,0,3.45,840,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,overview,our_8_wk,start_a,none,look1_e_sibeveryone,18+,1.5a,0,0,none,none/look1_e_sibeveryone/18+/none,0,3.65,489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-10-29,2015,10,44,3,1,pic,m,sib_split,our_8_wk,start_a,none,look1_e_sibdesign,18+,1.32a,0,0,none,none/look1_e_sibdesign/18+/none,0,5.48,370,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
